Seq,Reference,PropersID,Year
1168,"Ps 40:7-8a, 8b-9, 10, 17","Ord. Time, Week 2, Thurs",1
1169,"Ps 40:7-8a, 8b-9, 10, 17","Ord. Time, Week 24, Mon",2
1170,"Ps 40:7-8a, 8b-9, 10, 17","Ord. Time, Week 29, Tues",1
1171,"Ps 42:2, 3, 5cdef","Ord. Time, Week 30, Sat",2
1172,"Ps 42:2, 3; 42:3, 4","Lent, Week 3, Mon",1+2
1173,"Ps 42:2-3; 42:3, 4","Easter, Week 4, Mon",1+2
1174,"Ps 43:1, 2, 3, 4","Ord. Time, Week 25, Fri",1
1175,"Ps 44:10-11, 14-15, 24-25","Ord. Time, Week 1, Thurs",2
1176,"Ps 45:10, 11, 12, 16","Aug 15: Solemnity: Assumption of the BVMary, Day",1+2
1177,"Ps 45:11-12, 14-15, 16-17","Ord. Time, Week 23, Wed",2
1178,"Ps 46:2-3, 5-6, 8-9","Lent, Week 4, Tues",1+2
1179,"Ps 46:2-3, 5-6, 8-9",Nov 9: Feast: Dedication of the Lateran Basilica in Rome,1+2
1180,"Ps 47:2-3, 4-5, 6-7","Easter, Week 6, Fri",1+2
1181,"Ps 47:2-3, 6-7, 8-9","Ord. Time, Week 2, Sat",1
1182,"Ps 47:2-3, 8-9, 10","Easter, Week 6, Sat",1+2
1183,"Ps 48:2-3a, 3b-4, 5-6, 7-8","Ord. Time, Week 15, Tues",2
1184,"Ps 48:2-3ab, 3cd-4, 10-11","Ord. Time, Week 12, Tues",2
1185,"Ps 48:2-3ab, 3cd-4, 9, 10-11","Ord. Time, Week 4, Thurs",1
1186,"Ps 49:2-3, 6-7, 8-10, 11","Ord. Time, Week 7, Wed",2
1187,"Ps 49:6-7, 8-10, 17-18, 19-20","Ord. Time, Week 24, Fri",1
1188,"Ps 49:14-15ab, 15cd-16, 17-18, 19-20","Ord. Time, Week 7, Thurs",2
1189,"Ps 50:1+8, 16bc-17, 20-21","Ord. Time, Week 6, Mon",1
1190,"Ps 50:1b-2, 5-6, 14-15","Ord. Time, Week 16, Sat",1
1191,"Ps 50:1b-2, 5-6, 14-15","Ord. Time, Week 33, Thurs",1
1192,"Ps 50:5-6, 7-8, 14+23","Ord. Time, Week 8, Tues",1
1193,"Ps 50:5-6, 8-9, 16bc-17, 21+23","Ord. Time, Week 16, Mon",2
1194,"Ps 50:7, 8-9, 10-11, 12-13, 16bc-17","Ord. Time, Week 13, Wed",2
1195,"Ps 50:8-9, 16bc-17, 21+23","Lent, Week 2, Tues",1+2
1196,"Ps 50:8-9, 16bc-17, 21+23","Ord. Time, Week 2, Mon",2
1197,"Ps 50:8-9, 16bc-17, 21+23","Ord. Time, Week 15, Mon",2
1198,"Ps 50:16bc-17, 18-19, 20-21, 22-23","Ord. Time, Week 13, Mon",2
1199,"Ps 51:3-4, 5-6a, 6bcd-7, 10-11","Ord. Time, Week 3, Fri",2
1200,"Ps 51:3-4, 5-6ab, 6cd-7, 12-13","Ord. Time, Week 18, Tues",1
1201,"Ps 51:3-4, 5-6ab, 11+16","Ord. Time, Week 11, Tues",2
1202,"Ps 51:3-4, 5-6ab, 12-13, 14+17",Ash Wednesday,1+2
1203,"Ps 51:3-4, 5-6ab, 18-19",Friday after Ash Wed.,1+2
1204,"Ps 51:3-4, 8-9, 12-13, 14+17","Ord. Time, Week 14, Fri",2
1205,"Ps 51:3-4, 12-13, 18-19","Lent, Week 1, Wed",1+2
1206,"Ps 51:3-4, 18-19, 20-21ab","Lent, Week 3, Sat",1+2
1207,"Ps 51:12-13, 14-15, 16-17","Ord. Time, Week 3, Sat",2
1208,"Ps 51:12-13, 14-15, 18-19","Ord. Time, Week 18, Thurs",2
1209,"Ps 51:12-13, 14-15, 18-19","Ord. Time, Week 19, Sat",2
1210,"Ps 51:12-13, 14-15, 18-19","Ord. Time, Week 20, Thurs",2
1211,"Ps 52:10, 11","Ord. Time, Week 22, Wed",1
1212,"Ps 54:3-4, 6+8","Ord. Time, Week 22, Sat",1
1213,"Ps 55:7-8, 9-10a, 10b-11a, 23","Ord. Time, Week 7, Tues",2
1214,"Ps 56:2-3, 9-10a, 10b-11, 12-13","Ord. Time, Week 2, Thurs",2
1215,"Ps 56:10c-12, 13-14","Ord. Time, Week 24, Sat",2
1216,"Ps 57:2, 3-4, 6+11","Ord. Time, Week 2, Fri",2
1217,"Ps 57:8-9, 10+12","Easter, Week 5, Fri",1+2
1218,"Ps 59:2-3, 4, 10-11, 17, 18","Ord. Time, Week 17, Wed",2
1219,"Ps 60:3, 4-5, 12-13","Ord. Time, Week 12, Mon",2
1220,"Ps 62:2-3, 6-7, 9","Ord. Time, Week 28, Wed",1
1221,"Ps 62:6-7, 9","Ord. Time, Week 23, Mon",1
1222,"Ps 63:2, 3-4, 5-6","Ord. Time, Week 8, Sat",2
1223,"Ps 65:10, 11, 12-13","Ord. Time, Week 10, Thurs",2
1224,"Ps 66:1-3a, 4-5, 6-7a","Easter, Week 3, Wed",1+2
1225,"Ps 66:1-3a, 5+8, 16-17","Ord. Time, Week 19, Wed",1
1226,"Ps 66:8-9, 16-17, 20","Easter, Week 3, Thurs",1+2
1227,"Ps 67:2-3, 5, 6+8","Easter, Week 4, Wed",1+2
1228,"Ps 67:2-3, 5, 7-8","Advent, Week 3, Fri",1+2
1229,"Ps 67:2-3, 5, 7-8","Ord. Time, Week 17, Sat",1
1230,"Ps 68:2+4, 6-7ab, 20-21","Ord. Time, Week 30, Mon",1
1231,"Ps 68:2-3ab, 4-5acd, 6-7ab","Easter, Week 7, Mon",1+2
1232,"Ps 68:10-11, 20-21","Easter, Week 7, Tues",1+2
1233,"Ps 68:29-30, 33-35a, 35bc-36ab","Easter, Week 7, Wed",1+2
1234,"Ps 69:3, 14, 30-31, 33-34","Ord. Time, Week 15, Tues",1
1235,"Ps 69:5, 8-10, 14","Ord. Time, Week 17, Fri",2
1236,"Ps 69:8-10, 21-22, 31+33-34","Holy Week, Wed",1+2
1237,"Ps 69:15-16, 30-31, 33-34","Ord. Time, Week 17, Sat",2
1238,"Ps 69:30-31, 33-34, 36-37","Ord. Time, Week 31, Mon",1
1239,"Ps 69:33-35, 36-37","Ord. Time, Week 26, Sat",1
1240,"Ps 71:1-2, 3-4a, 5-6ab, 15+17","Holy Week, Tues",1+2
1241,"Ps 71:1-2, 3-4a, 5-6ab, 15+17","Ord. Time, Week 16, Wed",2
1242,"Ps 71:1-2, 3-4a, 5-6ab, 15ab+17",Aug 29: Martyrdom of St. John the Baptist,1+2
1243,"Ps 71:1-2, 3-4a, 5-6ab, 15ab+17","June 24: Solemnity: Nativity of St. John the Baptist, Vigil",1+2
1244,"Ps 71:3-4a, 5-6ab, 16-17","Advent, Dec. 19",1+2
1245,"Ps 71:8-9, 14-15ab, 16-17, 22","Ord. Time, Week 9, Sat",2
1246,"Ps 72:1-2, 3-4, 7-8","Tues after Epiphany, or Jan. 8",1+2
1247,"Ps 72:1-2, 3-4ab, 7-8, 17","Advent, Dec. 17",1+2
1248,"Ps 72:1-2, 7-8, 12-13, 17","Advent, Week 1, Tues",1+2
1249,"Ps 72:1-2, 10, 12-13","Wed after Epiphany, or Jan. 9",1+2
1250,"Ps 72:1-2, 12-13, 18-19","Advent, Dec. 18",1+2
1251,"Ps 72:1-2, 14+15bc, 17","Thurs after Epiphany, or Jan. 10",1+2
1252,"Ps 74:1b-2, 3-5, 6-7, 20-21","Ord. Time, Week 12, Sat",2
1253,"Ps 77:12-13, 14-15, 16+21","Ord. Time, Week 18, Fri",1
1254,"Ps 78:1bc-2, 34-35, 36-37, 38",Sept 14: Feast: Exaltation of the Holy Cross,1+2
1255,"Ps 78:3+4bc, 6c-7, 8","Ord. Time, Week 1, Fri",1
1256,"Ps 78:8, 9, 11+13","Lent, Week 2, Mon",1+2
1257,"Ps 78:18-19, 23-24, 25-26, 27-28","Ord. Time, Week 16, Wed",1
1258,"Ps 78:56-57, 58-59, 61-62","Ord. Time, Week 19, Thurs",2
1259,"Ps 79:1b-2, 3-5, 8, 9","Ord. Time, Week 12, Thurs",2
1260,"Ps 79:1b-2, 3-5, 8, 9","Ord. Time, Week 26, Fri",1
1261,"Ps 79:8, 9, 11+13","Ord. Time, Week 8, Wed",1
1262,"Ps 79:8, 9, 11+13","Ord. Time, Week 17, Tues",2
1263,"Ps 80:2-3, 5-7","Ord. Time, Week 2, Sat",2
1264,"Ps 80:2ac+3b, 15-16","Ord. Time, Week 14, Thurs",2
1265,"Ps 80:2ac+3b, 15-16, 18-19","Advent, Week 2, Sat",1+2
1266,"Ps 81:3-4, 5-6ab, 10-11ab","Ord. Time, Week 17, Fri",1
1267,"Ps 81:6c-8a, 8bc-9, 10-11ab, 14+17","Lent, Week 3, Fri",1+2
1268,"Ps 81:10-11ab, 12-13, 14-15","Ord. Time, Week 5, Fri",2
1269,"Ps 81:12-13, 14-15, 16-17","Ord. Time, Week 18, Mon",1
1270,"Ps 82:3-4, 6-7","Ord. Time, Week 32, Wed",1
1271,"Ps 84:3, 4, 5-6, 12","Ord. Time, Week 23, Fri",2
1272,"Ps 84:3, 4, 5-6a+8a","Ord. Time, Week 34, Fri",2
1273,"Ps 84:3, 4, 5-6a+8a, 11","Ord. Time, Week 16, Sat",2
1274,"Ps 84:3, 4, 5-6a+8a, 11","Ord. Time, Week 17, Thurs",1
1275,"Ps 84:3, 4, 5+10, 11","Ord. Time, Week 5, Tues",2
1276,"Ps 85:2-4, 5-6, 7-8","Ord. Time, Week 16, Tues",2
1277,"Ps 85:8+10, 11-12, 13-14","Ord. Time, Week 2, Fri",1
1278,"Ps 85:9, 11-12, 13-14","Ord. Time, Week 20, Tues",1
1279,"Ps 85:9ab+10, 11-12, 13-14","Advent, Week 2, Mon",1+2
1280,"Ps 85:9ab+10, 11-12, 13-14","Advent, Week 3, Wed",1+2
1281,"Ps 85:9ab+10, 11-12, 13-14","Ord. Time, Week 10, Thurs",1
1282,"Ps 85:9ab+10, 11-12, 13-14","Ord. Time, Week 13, Sat",2
1283,"Ps 85:9ab+10, 11-12, 13-14","Ord. Time, Week 20, Sat",2
1284,"Ps 85:9ab+10, 11-12, 13-14","Ord. Time, Week 29, Tues",2
1285,"Ps 86:1-2, 3-4, 5-6",Saturday after Ash Wed.,1+2
1286,"Ps 86:1-2, 3-4, 5-6","Ord. Time, Week 4, Tues",2
1287,"Ps 86:3-4, 5-6, 9-10","Ord. Time, Week 27, Wed",1
1288,"Ps 87:1-2, 3+5, 6-7","Mon after Pentecost: BVMary, Mother of the Church",1+2
1289,"Ps 87:1b-3, 4-5, 6-7","Easter, Week 4, Tues",1+2
1290,"Ps 87:1b-3, 4-5, 6-7","Ord. Time, Week 26, Tues",1
1291,"Ps 88:10bc-11, 12-13, 14-15","Ord. Time, Week 26, Wed",2
1292,"Ps 88:2-3, 4-5, 6, 7-8","Ord. Time, Week 26, Tues",2
1293,"Ps 89:2-3, 4-5, 27+29","Advent, Dec. 24 (morning Mass)",1+2
1294,"Ps 89:2-3, 4-5, 27+29","March 19: Solemnity: St. Joseph, Husband of the BVMary",1+2
1295,"Ps 89:2-3, 6-7, 16-17","April 25: St. Mark, Evangelist",1+2
1296,"Ps 89:2-3, 21-22, 25+27","Easter, Week 4, Thurs",1+2
1297,"Ps 89:4-5, 27-28, 29-30","Ord. Time, Week 3, Wed",2
1298,"Ps 89:4-5, 29-30, 31-32, 33-34","Ord. Time, Week 11, Sat",2
1299,"Ps 89:16-17, 18-19","Ord. Time, Week 1, Fri",2
1300,"Ps 89:20, 21-22, 25-26","Ord. Time, Week 3, Mon",2
1301,"Ps 89:20, 21-22, 27-28","Ord. Time, Week 2, Tues",2
1302,"Ps 89:21-22, 25+27","Holy Week, Chrism Mass",1+2
1303,"Ps 90:2, 3-4, 10, 14+16","Ord. Time, Week 9, Tues",2
1304,"Ps 90:2, 3-4abc, 5-6, 12-13","Ord. Time, Week 5, Sat",1
1305,"Ps 90:3-4, 5-6, 12-13, 14+17","Ord. Time, Week 25, Sat",2
1306,"Ps 90:3-4, 5-6, 12-13, 14+17bc","Ord. Time, Week 25, Thurs",2
1307,"Ps 90:3-4, 12-13, 14+17","Ord. Time, Week 21, Thurs",1
1308,"Ps 91:1-2, 3-4ab, 4c-6, 10-11",Oct 2: Holy Guardian Angels,1+2
1309,"Ps 91:1-2, 3-4, 14-15ab","Ord. Time, Week 14, Mon",1
1310,"Ps 91:1-2, 14-15ab, 15c-16","Ord. Time, Week 9, Mon",2
1311,"Ps 93:1ab, 1cd-2, 5","Easter, Week 2, Tues",1+2
1312,"Ps 93:1ab, 1cd-2, 5","Ord. Time, Week 7, Mon",1
1313,"Ps 93:1ab, 1cd-2, 5","Ord. Time, Week 14, Sat",2
1314,"Ps 94:5-6, 7-8, 9-10, 14-15","Ord. Time, Week 15, Wed",2
1315,"Ps 94:12-13a, 14-15, 17-18","Ord. Time, Week 30, Sat",1
1316,"Ps 94:12-13a, 14-15, 18-19","Ord. Time, Week 6, Tues",2
1317,"Ps 95:1-2, 3-5, 6-7ab","Ord. Time, Week 34, Sat",2
1318,"Ps 95:1-2, 6-7, 8-9","Lent, Week 3, Thurs",1+2
1319,"Ps 95:1-2, 6-7, 8-9","Ord. Time, Week 18, Thurs",1
1320,"Ps 95:1-2, 6-7ab, 7c-9","Lent, Week 3, opt. Mass",1+2
1321,"Ps 95:6-7c, 8-9, 10-11","Ord. Time, Week 1, Thurs",1
1322,"Ps 96:1-2, 11-12, 13","7th Day in Xmas Octave, Dec. 31",1+2
1323,"Ps 96:1-2, 3+10ac, 11-12, 13","Advent, Week 2, Tues",1+2
1324,"Ps 96:1-2a, 2b-3, 10","Easter, Week 5, Thurs",1+2
1325,"Ps 96:1-2a, 2b-3, 4-5","Ord. Time, Week 21, Mon",2
1326,"Ps 96:1-2a, 2b-3, 5b-6","5th Day in Xmas Octave, Dec. 29",1+2
1327,"Ps 96:1+3, 4-5, 11-12, 13","Ord. Time, Week 22, Mon",1
1328,"Ps 96:7-8a, 8b-9, 10","6th Day in Xmas Octave, Dec. 30",1+2
1329,"Ps 96:10, 11-12, 13","Ord. Time, Week 8, Fri",2
1330,"Ps 96:10, 11-12, 13","Ord. Time, Week 21, Tues",2
1331,"Ps 96:10, 11-12, 13","Ord. Time, Week 34, Tues",2
1332,"Ps 97:1+2b, 5-6, 10, 11-12","Ord. Time, Week 21, Fri",1
1333,"Ps 97:1+2b, 6+7c, 9","Ord. Time, Week 1, Mon",1
1334,"Ps 97:1-2, 3-4, 5-6, 7","Ord. Time, Week 11, Thurs",2
1335,"Ps 97:1-2, 5-6, 9",Aug 6: Feast: Transfiguration of the Lord,1+2
1336,"Ps 97:1-2, 5-6, 11-12","Ord. Time, Week 27, Sat",1
1337,"Ps 97:1-2, 5-6, 11-12","Dec 27: St. John, Apostle and Evangelist",1+2
1338,"Ps 98:1, 2-3ab, 3cd-4",Christmas Weekday: Jan. 2,1+2
1339,"Ps 98:1, 2-3ab, 3cd-4","Easter, Week 4, Sat",1+2
1340,"Ps 98:1, 2-3ab, 3cd-4","Easter, Week 6, Thurs",1+2
1341,"Ps 98:1, 2-3ab, 3cd-4","Ord. Time, Week 8, Tues",2
1342,"Ps 98:1, 2-3ab, 3cd-4","Ord. Time, Week 31, Fri",1
1343,"Ps 98:1, 2-3ab, 3cd-4",Dec 8: Solemnity: Immaculate Conception of the BVMary,1+2
1344,"Ps 98:1, 2-3ab, 3cd-4, 5-6","Ord. Time, Week 3, Mon",1
1345,"Ps 98:1, 2-3ab, 3cd-4, 5-6","Ord. Time, Week 28, Thurs",2
1346,"Ps 98:1, 2-3ab, 3cd-4, 5-6","June 11: St. Barnabas, Apostle",1+2
1347,"Ps 98:1, 2-3ab, 3cd-4, 5-6",Nov 18: Dedication of the Basilicas of Sts. Peter and Paul,1+2
1348,"Ps 98:1, 2-3ab, 7-8, 9","Ord. Time, Week 34, Wed",2
1349,"Ps 98:1, 2b-3ab, 3cd-4","Ord. Time, Week 11, Mon",1
1350,"Ps 98:1, 3cd-4, 5-6",Christmas Weekday: Jan. 3,1+2
1351,"Ps 98:1, 7-8, 9",Christmas Weekday: Jan. 4,1+2
1352,"Ps 98:1, 7-8, 9","Ord. Time, Week 21, Sat",1
1353,"Ps 98:1bcde, 2-3ab, 3cd-4","Ord. Time, Week 28, Mon",1
1354,"Ps 98:2-3ab, 3cd-4, 5-6","Ord. Time, Week 22, Thurs",1
1355,"Ps 99:5, 6, 7, 8, 9","Ord. Time, Week 10, Wed",1
1356,"Ps 99:5, 6, 7, 9","Ord. Time, Week 17, Wed",1
1357,"Ps 100:1b-2, 3, 4, 5",Christmas Weekday: Jan. 5,1+2
1358,"Ps 100:1b-2, 3, 4, 5","Ord. Time, Week 22, Fri",1
1359,"Ps 100:1b-2, 3, 4, 5","Ord. Time, Week 24, Tues",2
1360,"Ps 100:1b-2, 3, 4, 5","Ord. Time, Week 24, Sat",1
1361,"Ps 100:1b-2, 3, 4, 5","Ord. Time, Week 34, Thurs",2
1362,"Ps 100:1b-2, 3, 4ab, 4c-5","Ord. Time, Week 29, Mon",2
1363,"Ps 100:1b-2, 3, 5","Easter, Week 5, Sat",1+2
1364,"Ps 100:2, 3, 4, 5","Ord. Time, Week 8, Thurs",2
1365,"Ps 101:1b-2ab, 2cd-3ab, 5, 6","Ord. Time, Week 24, Tues",1
1366,"Ps 102:2-3, 16-18, 19-21","Lent, Week 5, Tues",1+2
1367,"Ps 102:13-14ab+15, 16-18, 19-21","Ord. Time, Week 15, Thurs",2
1368,"Ps 102:16-18, 19-21, 29+22-23","Ord. Time, Week 6, Thurs",1
1369,"Ps 102:16-18, 19-21, 29+22-23","Ord. Time, Week 18, Tues",2
1370,"Ps 102:16-18, 19-21, 29+22-23","Ord. Time, Week 26, Mon",1
1371,"Ps 103:1-2, 3-4, 8+10","Advent, Week 2, Wed",1+2
1372,"Ps 103:1-2, 3-4, 8-9, 11-12","Ord. Time, Week 7, Fri",2
1373,"Ps 103:1-2, 3-4, 9-10, 11-12","Lent, Week 2, Sat",1+2
1374,"Ps 103:1-2, 3-4, 9-10, 11-12","Ord. Time, Week 10, Sat",1
1375,"Ps 103:1-2, 11-12, 19-20ab","Easter, Week 7, Fri",1+2
1376,"Ps 103:1-2, 13-14, 17-18a","Ord. Time, Week 4, Wed",1
1377,"Ps 103:1b-2, 3-4, 6-7","Ord. Time, Week 15, Wed",1
1378,"Ps 103:1b-2, 3-4, 8-9, 10-11","Ord. Time, Week 13, Mon",1
1379,"Ps 103:6-7, 8-9, 10-11, 12-13","Ord. Time, Week 17, Tues",1
1380,"Ps 103:13-14, 15-16, 17-18a","Ord. Time, Week 7, Sat",1
1381,"Ps 104:1-2a, 27-28, 29bc-30","Ord. Time, Week 5, Wed",1
1382,"Ps 104:1-2a, 5-6, 10+12, 24+35c","Ord. Time, Week 5, Mon",1
1383,"Ps 105:1-2, 3-4, 6-7","Ord. Time, Week 14, Sat",1
1384,"Ps 105:1-2, 3-4, 6-7, 8-9","Easter Octave, Wed",1+2
1385,"Ps 105:1-2, 3-4, 6-7, 8-9","Ord. Time, Week 1, Wed",1
1386,"Ps 105:1-2, 3-4, 6-7, 8-9","Ord. Time, Week 12, Wed",1
1387,"Ps 105:1+5, 8-9, 24-25, 26-27","Ord. Time, Week 15, Thurs",1
1388,"Ps 105:2-3, 4-5, 6-7","Ord. Time, Week 14, Wed",2
1389,"Ps 105:2-3, 4-5, 6-7","Ord. Time, Week 27, Sat",2
1390,"Ps 105:2-3, 4-5, 6-7","Ord. Time, Week 31, Thurs",2
1391,"Ps 105:2-3, 36-37, 42-43","Ord. Time, Week 32, Sat",1
1392,"Ps 105:4-5, 6-7, 8-9","Lent, Week 5, Thurs",1+2
1393,"Ps 105:6-7, 8-9, 42-43","Ord. Time, Week 28, Sat",1
1394,"Ps 105:16-17, 18-19, 20-21","Lent, Week 2, Fri",1+2
1395,"Ps 105:16-17, 18-19, 20-21","Ord. Time, Week 14, Thurs",1
1396,"Ps 106:1b-2, 3-4a, 4b-5","Ord. Time, Week 12, Thurs",1
1397,"Ps 106:1b-2, 3-4a, 4b-5","Ord. Time, Week 13, Fri",1
1398,"Ps 106:3-4, 35-36, 37+40","Ord. Time, Week 5, Thurs",2
1399,"Ps 106:6-7ab, 13-14, 21-22, 23","Ord. Time, Week 18, Wed",1
1400,"Ps 106:6-7ab, 19-20, 21-22","Ord. Time, Week 5, Sat",2
1401,"Ps 106:19-20, 21-22, 23","Lent, Week 4, Thurs",1+2
1402,"Ps 106:19-20, 21-22, 23","Ord. Time, Week 17, Mon",1
1403,"Ps 106:34-35, 36-37, 39-40, 43ab+44","Ord. Time, Week 20, Mon",1
1404,"Ps 107:2-3, 4-5, 6-7, 8-9","Ord. Time, Week 20, Fri",2
1405,"Ps 109:21-22, 26-27, 30-31","Ord. Time, Week 30, Thurs",1
1406,"Ps 110:1, 2, 3, 4","Ord. Time, Week 2, Mon",1
1407,"Ps 110:1, 2, 3, 4","Ord. Time, Week 2, Wed",1
1408,"Ps 110:1, 2, 3, 4","Ord. Time, Week 3, Wed",1
1409,"Ps 111:1-2, 3-4, 5-6","Ord. Time, Week 24, Wed",1
1410,"Ps 111:1-2, 3-4, 5-6","Ord. Time, Week 30, Fri",2
1411,"Ps 111:1-2, 4-5, 9+10c","Ord. Time, Week 2, Tues",1
1412,"Ps 111:1-2, 5-6, 9,+10c","Ord. Time, Week 8, Mon",2
1413,"Ps 111:1b-2, 3-4, 5-6","Ord. Time, Week 27, Fri",2
1414,"Ps 111:1b-2, 3-4, 7-8","Ord. Time, Week 11, Thurs",1
1415,"Ps 111:1b-2, 7-8, 9+10c","Ord. Time, Week 27, Mon",2
1416,"Ps 111:7-8, 9, 10","Ord. Time, Week 24, Thurs",1
1417,"Ps 112:1-2, 3-4, 5-6","Ord. Time, Week 6, Fri",2
1418,"Ps 112:1-2, 3-4, 5-6","Ord. Time, Week 32, Sat",2
1419,"Ps 112:1-2, 5-6, 7-8, 9","Aug 10: St. Lawrence, Deacon and martyr",1+2
1420,"Ps 112:1-2, 7-8, 9","Ord. Time, Week 9, Tues",1
1421,"Ps 112:1b-2, 3b-4, 5-6","Ord. Time, Week 9, Mon",1
1422,"Ps 112:1b-2, 4-5, 9","Ord. Time, Week 31, Wed",1
1423,"Ps 112:1b-2, 5-6, 8a+9","Ord. Time, Week 31, Sat",2
1424,"Ps 112:1bc-2, 3-4, 9","Ord. Time, Week 11, Wed",1
1425,"Ps 113:1-2, 3-4, 5-6","Ord. Time, Week 19, Wed",2
1426,"Ps 113:1-2, 3-4, 5-6, 7-8","May 14: St. Matthias, Apostle",1+2
1427,"Ps 113:1b-2, 3-4, 5a+6-7","Ord. Time, Week 23, Sat",1
1428,"Ps 113:1b-2, 3-4, 5a+6-7","Ord. Time, Week 28, Mon",2
1429,"Ps 114:1-2, 3-4, 5-6","Ord. Time, Week 19, Thurs",1
1430,"Ps 115:1-2, 3-4, 5-6, 8-9","Ord. Time, Week 13, Thurs",1
1431,"Ps 115:1-2, 3-4, 15-16","Easter, Week 5, Mon",1+2
1432,"Ps 115:3-4, 5-6, 7ab+8, 9-10","Ord. Time, Week 14, Tues",2
1433,"Ps 116:10-11, 15-16, 17-18","Ord. Time, Week 10, Fri",1
1434,"Ps 116:12-13, 14-15, 16-17","Easter, Week 3, Sat",1+2
1435,"Ps 116:12-13, 14-15, 18-19","Ord. Time, Week 6, Wed",1
1436,"Ps 116:12-13, 14-17, 18-19","Ord. Time, Week 1, Mon",2
1437,"Ps 116:12-13, 15+16bc, 17-18","Ord. Time, Week 15, Fri",1
1438,"Ps 116:12-13, 17-18","Ord. Time, Week 23, Sat",2
1439,"Ps 117:1, 2","Easter, Week 3, Fri",1+2
1440,"Ps 117:1bc, 2","Ord. Time, Week 27, Wed",2
1441,"Ps 117:1bc, 2","Jan 25: Conversion of St. Paul, Apostle",1+2
1442,"Ps 117:1bc, 2","July 3: St. Thomas, Apostle",1+2
1443,"Ps 118:1-2+4, 22-24, 25-27a","Easter Octave, Fri",1+2
1444,"Ps 118:1b-2, 16ab+17, 28","Ord. Time, Week 24, Thurs",2
1445,"Ps 118:1+8-9, 19-21, 25-27a","Advent, Week 1, Thurs",1+2
1446,"Ps 118:1+14-15ab, 16-18, 19-21","Easter Octave, Sat",1+2
1447,"Ps 119:1-2, 4-5, 7-8","Lent, Week 1, Sat",1+2
1448,"Ps 119:1, 2, 10, 11, 17, 18","Ord. Time, Week 32, Fri",2
1449,"Ps 119:1, 27, 30, 34, 35, 44","Ord. Time, Week 25, Tues",2
1450,"Ps 119:2, 10, 20, 30, 40, 131","Ord. Time, Week 13, Fri",2
1451,"Ps 119:9, 10, 11, 12, 13, 14","Ord. Time, Week 4, Sat",2
1452,"Ps 119:12, 16, 18, 27, 34, 35","Ord. Time, Week 7, Fri",1
1453,"Ps 119:14, 24, 72, 103, 111, 131","Ord. Time, Week 19, Tues",2
1454,"Ps 119:14, 24, 72, 103, 111, 131","Ord. Time, Week 33, Fri",2
1455,"Ps 119:23-24, 26-27, 29-30","Easter, Week 3, Mon",1+2
1456,"Ps 119:29, 43, 79, 80, 95, 102","Ord. Time, Week 18, Mon",2
1457,"Ps 119:29, 72, 89, 101, 104, 163","Ord. Time, Week 25, Wed",2
1458,"Ps 119:33, 34, 35, 36, 37, 40","Ord. Time, Week 12, Wed",2
1459,"Ps 119:41, 43, 44, 45, 47, 48","Ord. Time, Week 28, Tues",2
1460,"Ps 119:53, 61, 134, 150, 155, 158","Ord. Time, Week 33, Mon",1
1461,"Ps 119:66, 68, 76, 77, 93, 94","Ord. Time, Week 29, Fri",1
1462,"Ps 119:66, 71, 75, 91, 125, 130","Ord. Time, Week 26, Sat",2
1463,"Ps 119:67, 68, 71, 72, 75, 76","Ord. Time, Week 6, Mon",2
1464,"Ps 119:89, 90, 91, 130, 135, 175","Ord. Time, Week 32, Thurs",1
1465,"Ps 119:97, 98, 99, 100, 101, 102","Ord. Time, Week 22, Mon",2
1466,"Ps 119:129, 130, 131, 132, 133, 135","Ord. Time, Week 10, Tues",1
1467,"Ps 119:157, 160, 161, 165, 166, 168","Ord. Time, Week 9, Fri",2
1468,"Ps 119:165, 168, 171, 172, 174, 175","Ord. Time, Week 7, Wed",1
1469,"Ps 121:1bc-2, 3-4, 5-6, 7-8","Ord. Time, Week 10, Mon",2
1470,"Ps 122:1-2, 3-4ab, 4cd-5","Easter, Week 5, Wed",1+2
1471,"Ps 122:1-2, 3-4ab, 4cd-5","Ord. Time, Week 25, Tues",1
1472,"Ps 122:1-2, 3-4ab, 4cd-5","Ord. Time, Week 29, Sat",2
1473,"Ps 122:1-2, 3-4ab, 4cd-5","Ord. Time, Week 31, Fri",2
1474,"Ps 122:1-2, 3-4b, 4cd-5, 6-7, 8-9","Advent, Week 1, Mon",1+2
1475,"Ps 123:1b-2ab, 2cdef","Ord. Time, Week 9, Wed",2
1476,"Ps 124:1b-3, 4-6, 7-8","Ord. Time, Week 15, Mon",1
1477,"Ps 124:1b-3, 4-6, 7-8","Ord. Time, Week 29, Wed",1
1478,"Ps 124:2-3, 4-5, 7b-8","Dec 28: Holy Innocents, martyrs",1+2
1479,"Ps 126:1b-2ab, 2cd-3, 4-5, 6","Ord. Time, Week 25, Mon",1
1480,"Ps 126:1b-2ab, 2cd-3, 4-5, 6","Ord. Time, Week 30, Tues",1
1481,"Ps 126:1bc-2ab, 2cd-3, 4-5, 6","July 25: St. James, Apostle",1+2
1482,"Ps 128:1-2, 3, 4-5","Ord. Time, Week 5, Thurs",1
1483,"Ps 128:1-2, 3, 4-5","Ord. Time, Week 9, Thurs",1
1484,"Ps 128:1-2, 3, 4-5","Ord. Time, Week 12, Fri",1
